VehicleCount,DetectorLength,PhaseDuration,CongestionLevel
0,45.019999999999996,15.0,0.5
2,45.0,40.0,0.5
5,45.019999999999996,40.0,0.5
6,45.0,40.0,0.5
4,45.019999999999996,40.0,0.5
5,45.0,40.0,0.5
2,45.019999999999996,40.0,0.5
6,45.0,40.0,0.5
1,45.019999999999996,15.0,0.5
2,45.0,40.0,0.5
5,45.019999999999996,40.0,0.5
5,45.0,40.0,0.5
1,45.019999999999996,15.0,0.5
4,45.0,40.0,0.5
2,45.019999999999996,40.0,0.5
5,45.0,40.0,0.5
5,45.019999999999996,40.0,0.5
5,45.0,40.0,0.5
1,45.019999999999996,15.0,0.5
5,45.0,40.0,0.5
3,45.019999999999996,40.0,0.5
4,45.0,40.0,0.5
5,45.019999999999996,40.0,0.5
6,45.0,40.0,0.5
3,45.019999999999996,40.0,0.5
4,45.0,40.0,0.5
