VehicleCount,DetectorLength,PhaseDuration,CongestionLevel
1,45.019999999999996,15,1
5,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
5,45.019999999999996,15,1
6,45.0,15,1
2,45.019999999999996,15,1
6,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
1,45.019999999999996,15,1
6,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
1,45.019999999999996,15,1
6,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
3,45.019999999999996,15,1
5,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
1,45.019999999999996,15,1
6,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
2,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
1,45.019999999999996,15,1
6,45.0,15,1
3,45.019999999999996,15,1
6,45.0,15,1
4,45.019999999999996,15,1
6,45.0,15,1
2,45.019999999999996,15,1
6,45.0,15,1
5,45.019999999999996,15,1
4,45.0,15,1
0,45.019999999999996,15,1
4,45.0,15,1
0,45.019999999999996,15,1
4,45.0,15,1
0,45.019999999999996,15,1
4,45.0,15,1
0,45.019999999999996,15,1
4,45.0,15,1
0,45.019999999999996,15,1
1,45.0,15,1
0,45.019999999999996,15,1
