VehicleCount,DetectorLength,PhaseDuration,CongestionLevel
0,45.019999999999996,17.491666666666664,0.75
3,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
4,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
2,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
2,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
3,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
3,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
3,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
5,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
4,45.019999999999996,31.0,0.75
6,45.0,31.0,0.75
1,45.019999999999996,17.341666666666665,0.75
0,45.0,17.491666666666664,0.75
