intersection_id,state,phase_duration,current_phase_time
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,0,0.0
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,20,0.0
0,0,20,0.5
0,0,20,1.0
0,0,20,1.5
0,0,20,2.0
0,0,20,2.5
0,0,20,3.0
0,0,20,3.5
0,0,20,4.0
0,0,20,4.5
0,0,20,5.0
0,0,20,5.5
0,0,20,6.0
0,0,20,6.5
0,0,20,7.0
0,0,20,7.5
0,0,20,8.0
0,0,20,8.5
0,0,20,9.0
0,0,20,9.5
0,0,20,10.0
0,0,20,10.5
0,0,20,11.0
0,0,20,11.5
0,0,20,12.0
0,0,20,12.5
0,0,20,13.0
0,0,20,13.5
0,0,20,14.0
0,0,20,14.5
0,0,20,15.0
0,0,20,15.5
0,0,20,16.0
0,0,20,16.5
0,0,20,17.0
0,0,20,17.5
0,0,20,18.0
0,0,20,18.5
0,0,20,19.0
0,0,20,19.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,30,0.0
0,2,30,0.5
0,2,30,1.0
0,2,30,1.5
0,2,30,2.0
0,2,30,2.5
0,2,30,3.0
0,2,30,3.5
0,2,30,4.0
0,2,30,4.5
0,2,30,5.0
0,2,30,5.5
0,2,30,6.0
0,2,30,6.5
0,2,30,7.0
0,2,30,7.5
0,2,30,8.0
0,2,20,8.5
0,2,20,9.0
0,2,20,9.5
0,2,20,10.0
0,2,20,10.5
0,2,20,11.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,0,0.0
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,10,0.0
0,2,10,0.5
0,2,10,1.0
0,2,10,1.5
0,2,10,2.0
0,2,10,2.5
0,2,10,3.0
0,2,10,3.5
0,2,10,4.0
0,2,10,4.5
0,2,10,5.0
0,2,10,5.5
0,2,10,6.0
0,2,10,6.5
0,2,10,7.0
0,2,10,7.5
0,2,10,8.0
0,2,10,8.5
0,2,10,9.0
0,2,10,9.5
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,20,0.0
0,0,20,0.5
0,0,20,1.0
0,0,20,1.5
0,0,20,2.0
0,0,10,2.5
0,0,20,3.0
0,0,20,3.5
0,0,20,4.0
0,0,10,4.5
0,0,10,5.0
0,0,10,5.5
0,0,10,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,10,0.0
0,2,10,0.5
0,2,10,1.0
0,2,10,1.5
0,2,10,2.0
0,2,10,2.5
0,2,10,3.0
0,2,10,3.5
0,2,10,4.0
0,2,10,4.5
0,2,10,5.0
0,2,10,5.5
0,2,10,6.0
0,2,10,6.5
0,2,10,7.0
0,2,10,7.5
0,2,10,8.0
0,2,10,8.5
0,2,10,9.0
0,2,10,9.5
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,30,0.0
0,0,30,0.5
0,0,30,1.0
0,0,30,1.5
0,0,30,2.0
0,0,20,2.5
0,0,20,3.0
0,0,20,3.5
0,0,20,4.0
0,0,10,4.5
0,0,10,5.0
0,0,10,5.5
0,0,10,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,20,0.0
0,0,20,0.5
0,0,20,1.0
0,0,20,1.5
0,0,20,2.0
0,0,10,2.5
0,0,10,3.0
0,0,20,3.5
0,0,20,4.0
0,0,10,4.5
0,0,10,5.0
0,0,10,5.5
0,0,10,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,30,0.0
0,2,30,0.5
0,2,30,1.0
0,2,30,1.5
0,2,20,2.0
0,2,20,2.5
0,2,20,3.0
0,2,20,3.5
0,2,20,4.0
0,2,20,4.5
0,2,20,5.0
0,2,20,5.5
0,2,20,6.0
0,2,20,6.5
0,2,20,7.0
0,2,20,7.5
0,2,20,8.0
0,2,20,8.5
0,2,20,9.0
0,2,20,9.5
0,2,20,10.0
0,2,20,10.5
0,2,20,11.0
0,2,20,11.5
0,2,20,12.0
0,2,20,12.5
0,2,20,13.0
0,2,20,13.5
0,2,20,14.0
0,2,20,14.5
0,2,20,15.0
0,2,20,15.5
0,2,20,16.0
0,2,20,16.5
0,2,20,17.0
0,2,20,17.5
0,2,20,18.0
0,2,20,18.5
0,2,20,19.0
0,2,20,19.5
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,40,0.0
0,0,40,0.5
0,0,40,1.0
0,0,40,1.5
0,0,40,2.0
0,0,30,2.5
0,0,30,3.0
0,0,30,3.5
0,0,30,4.0
0,0,30,4.5
0,0,20,5.0
0,0,20,5.5
0,0,20,6.0
0,0,20,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,20,0.0
0,0,20,0.5
0,0,20,1.0
0,0,20,1.5
0,0,20,2.0
0,0,10,2.5
0,0,10,3.0
0,0,20,3.5
0,0,20,4.0
0,0,10,4.5
0,0,10,5.0
0,0,10,5.5
0,0,10,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,10,0.0
0,2,10,0.5
0,2,10,1.0
0,2,10,1.5
0,2,10,2.0
0,2,10,2.5
0,2,10,3.0
0,2,10,3.5
0,2,10,4.0
0,2,10,4.5
0,2,10,5.0
0,2,10,5.5
0,2,10,6.0
0,2,10,6.5
0,2,10,7.0
0,2,10,7.5
0,2,10,8.0
0,2,10,8.5
0,2,10,9.0
0,2,10,9.5
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,40,0.0
0,0,40,0.5
0,0,40,1.0
0,0,40,1.5
0,0,40,2.0
0,0,30,2.5
0,0,30,3.0
0,0,30,3.5
0,0,30,4.0
0,0,20,4.5
0,0,20,5.0
0,0,20,5.5
0,0,20,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,0,0.0
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,20,0.0
0,0,20,0.5
0,0,20,1.0
0,0,20,1.5
0,0,20,2.0
0,0,10,2.5
0,0,20,3.0
0,0,20,3.5
0,0,20,4.0
0,0,10,4.5
0,0,10,5.0
0,0,10,5.5
0,0,10,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,30,0.0
0,2,30,0.5
0,2,30,1.0
0,2,30,1.5
0,2,30,2.0
0,2,20,2.5
0,2,20,3.0
0,2,20,3.5
0,2,20,4.0
0,2,20,4.5
0,2,20,5.0
0,2,20,5.5
0,2,20,6.0
0,2,20,6.5
0,2,20,7.0
0,2,20,7.5
0,2,20,8.0
0,2,20,8.5
0,2,20,9.0
0,2,20,9.5
0,2,20,10.0
0,2,20,10.5
0,2,20,11.0
0,2,20,11.5
0,2,20,12.0
0,2,20,12.5
0,2,20,13.0
0,2,20,13.5
0,2,20,14.0
0,2,20,14.5
0,2,20,15.0
0,2,20,15.5
0,2,20,16.0
0,2,20,16.5
0,2,20,17.0
0,2,20,17.5
0,2,20,18.0
0,2,20,18.5
0,2,20,19.0
0,2,20,19.5
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,40,0.0
0,0,40,0.5
0,0,40,1.0
0,0,40,1.5
0,0,40,2.0
0,0,30,2.5
0,0,30,3.0
0,0,30,3.5
0,0,30,4.0
0,0,30,4.5
0,0,20,5.0
0,0,20,5.5
0,0,20,6.0
0,0,20,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,0,0.0
0,3,3,0.0
0,3,3,0.5
0,3,3,1.0
0,3,3,1.5
0,3,3,2.0
0,3,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,0,20,0.0
0,0,20,0.5
0,0,20,1.0
0,0,20,1.5
0,0,20,2.0
0,0,10,2.5
0,0,20,3.0
0,0,20,3.5
0,0,20,4.0
0,0,10,4.5
0,0,10,5.0
0,0,10,5.5
0,0,10,6.0
0,0,10,6.5
0,0,10,7.0
0,0,10,7.5
0,0,10,8.0
0,0,10,8.5
0,0,10,9.0
0,0,10,9.5
0,1,3,0.0
0,1,3,0.5
0,1,3,1.0
0,1,3,1.5
0,1,3,2.0
0,1,3,2.5
0,4,2,0.0
0,4,2,0.5
0,4,2,1.0
0,4,2,1.5
0,2,10,0.0
0,2,10,0.5
0,2,10,1.0
0,2,10,1.5
0,2,10,2.0
0,2,10,2.5
0,2,10,3.0
0,2,10,3.5
0,2,10,4.0
0,2,10,4.5
0,2,10,5.0
